file,class
wav_traindevel/1006/1/a11006s14.mfc.csv,0
wav_traindevel/1006/2/a11006s12.mfc.csv,0
wav_traindevel/1006/2/a11006s13.mfc.csv,0
wav_traindevel/1006/2/a11006s14.mfc.csv,0
wav_traindevel/1006/2/a11006s15.mfc.csv,0
wav_traindevel/1006/3/a11006s16.mfc.csv,0
wav_traindevel/1006/3/a11006s18.mfc.csv,0
wav_traindevel/1006/4/a11006s11.mfc.csv,0
wav_traindevel/1006/4/a11006s12.mfc.csv,0
wav_traindevel/1006/4/a11006s13.mfc.csv,0
wav_traindevel/1006/4/a11006s14.mfc.csv,0
wav_traindevel/1006/5/a11006s10.mfc.csv,0
wav_traindevel/1006/5/a11006s11.mfc.csv,0
wav_traindevel/1006/5/a11006s12.mfc.csv,0
wav_traindevel/1006/5/a11006s13.mfc.csv,0
wav_traindevel/1006/5/a11006s14.mfc.csv,0
wav_traindevel/1006/5/a11006s8.mfc.csv,0
wav_traindevel/1006/6/a11006s17.mfc.csv,0
wav_traindevel/1011/1/a11011s14.mfc.csv,0
wav_traindevel/1011/4/a11011s10.mfc.csv,0
wav_traindevel/1011/4/a11011s11.mfc.csv,0
wav_traindevel/1011/4/a11011s12.mfc.csv,0
wav_traindevel/1011/4/a11011s13.mfc.csv,0
wav_traindevel/1011/4/a11011s14.mfc.csv,0
wav_traindevel/1011/4/a11011s2.mfc.csv,0
wav_traindevel/1011/4/a11011s3.mfc.csv,0
wav_traindevel/1011/4/a11011s4.mfc.csv,0
wav_traindevel/1011/4/a11011s5.mfc.csv,0
wav_traindevel/1011/4/a11011s6.mfc.csv,0
wav_traindevel/1011/4/a11011s7.mfc.csv,0
wav_traindevel/1011/4/a11011s8.mfc.csv,0
wav_traindevel/1011/4/a11011s9.mfc.csv,0
wav_traindevel/1011/5/a11011s10.mfc.csv,0
wav_traindevel/1011/5/a11011s11.mfc.csv,0
wav_traindevel/1011/5/a11011s12.mfc.csv,0
wav_traindevel/1011/5/a11011s13.mfc.csv,0
wav_traindevel/1011/5/a11011s14.mfc.csv,0
wav_traindevel/1011/5/a11011s3.mfc.csv,0
wav_traindevel/1011/5/a11011s4.mfc.csv,0
wav_traindevel/1011/5/a11011s5.mfc.csv,0
wav_traindevel/1011/5/a11011s6.mfc.csv,0
wav_traindevel/1011/5/a11011s7.mfc.csv,0
wav_traindevel/1011/5/a11011s8.mfc.csv,0
wav_traindevel/1011/6/a11011s1.mfc.csv,0
wav_traindevel/1011/6/a11011s10.mfc.csv,0
wav_traindevel/1011/6/a11011s11.mfc.csv,0
wav_traindevel/1011/6/a11011s12.mfc.csv,0
wav_traindevel/1011/6/a11011s13.mfc.csv,0
wav_traindevel/1011/6/a11011s14.mfc.csv,0
wav_traindevel/1011/6/a11011s15.mfc.csv,0
